id,pred
2013_1125_1235,0.4345033700226528
2013_1125_1241,0.6641540158965554
2013_1125_1242,0.15914565915911194
2013_1125_1243,0.25394259113023265
2013_1125_1247,0.5538378962270487
2013_1125_1251,0.6526919492626024
2013_1125_1254,0.6580986890088985
2013_1125_1257,0.17392817088165158
2013_1125_1266,0.18940232629815423
2013_1125_1272,0.2745648589137297
2013_1125_1274,0.18514665636492844
2013_1125_1276,0.2158920108193465
2013_1125_1277,0.2175382198609559
2013_1125_1278,0.48519167867872603
2013_1125_1279,0.5194248812497214
2013_1125_1281,0.37396257754842255
2013_1125_1285,0.5309332314274343
2013_1125_1292,0.47697439254524154
2013_1125_1299,0.6316653380878777
2013_1125_1301,0.3720084581710539
2013_1125_1307,0.19684581154351
2013_1125_1308,0.5818495369544222
2013_1125_1314,0.3638419545789151
2013_1125_1322,0.5661007529040546
2013_1125_1323,0.3406403577621071
2013_1125_1326,0.1885421298758614
2013_1125_1328,0.45047731385035017
2013_1125_1329,0.2639235444470188
2013_1125_1332,0.5135192990002769
2013_1125_1334,0.6087187301758008
2013_1125_1338,0.34720710023667367
2013_1125_1355,0.5232715318054162
2013_1125_1361,0.3056995615105258
2013_1125_1380,0.6709794090525772
2013_1125_1387,0.23310519361550452
2013_1125_1388,0.502160165161611
2013_1125_1393,0.2473433777109273
2013_1125_1396,0.37584435446876197
2013_1125_1417,0.29695071818309593
2013_1125_1424,0.245523755728127
2013_1125_1433,0.2591555369173103
2013_1125_1434,0.6092143076390331
2013_1125_1437,0.39394309083442236
2013_1125_1443,0.6731197300777617
2013_1125_1455,0.3754022067660885
2013_1125_1458,0.24932667645064166
2013_1129_1137,0.45383131448194214
2013_1129_1139,0.26237406313867395
2013_1129_1143,0.4589180198174211
2013_1129_1153,0.38570762178483864
2013_1129_1160,0.38400294277922997
2013_1129_1161,0.32543195229252464
2013_1129_1166,0.2993013816563266
2013_1129_1172,0.5609284532069407
2013_1129_1181,0.1672543035757783
2013_1129_1195,0.5836814310976811
2013_1129_1196,0.1845145435212766
2013_1129_1207,0.16369401198732347
2013_1129_1211,0.15470227043969964
2013_1129_1217,0.5265403954791208
2013_1129_1228,0.26966300849342195
2013_1129_1231,0.12989805225229556
2013_1129_1233,0.5669178913629833
2013_1129_1235,0.3825011758951643
2013_1129_1241,0.6145352634420947
2013_1129_1242,0.1323838919947371
2013_1129_1243,0.2153219541358682
2013_1129_1247,0.5001862222827489
2013_1129_1251,0.6023935636640119
2013_1129_1254,0.6081131868264014
2013_1129_1257,0.14510957845525396
2013_1129_1266,0.15851176931263533
2013_1129_1272,0.23379072541228618
2013_1129_1274,0.1548176141968478
2013_1129_1276,0.18164927733173153
2013_1129_1277,0.18309535067409388
2013_1129_1278,0.431754742771554
2013_1129_1279,0.4656277619874408
2013_1129_1281,0.32504130748302085
2013_1129_1285,0.47712756150700997
2013_1129_1292,0.42369762635742536
2013_1129_1299,0.5802800167025516
2013_1129_1301,0.3232108438697262
2013_1129_1307,0.1649883553618572
2013_1129_1308,0.5286998576989554
2013_1129_1314,0.3155772566004298
2013_1129_1322,0.5126260432588252
2013_1129_1323,0.29403088548300227
2013_1129_1326,0.15776456155685725
2013_1129_1328,0.3979085494583825
2013_1129_1329,0.22424120891185761
2013_1129_1332,0.45974868625076115
2013_1129_1334,0.5563804119547038
2013_1129_1338,0.30010806969259785
2013_1129_1355,0.4694652023547057
2013_1129_1361,0.2619714884781741
2013_1129_1380,0.6217948196718129
2013_1129_1387,0.19681756955588647
2013_1129_1388,0.44848245575846635
2013_1129_1393,0.20944462041888579
2013_1129_1396,0.3268054199013941
2013_1129_1417,0.2540162454401713
2013_1129_1424,0.20782682104915673
2013_1129_1433,0.21997585343641912
2013_1129_1434,0.5568940245517272
2013_1129_1437,0.3438436088449376
2013_1129_1443,0.6240758358175517
2013_1129_1455,0.3263907942561117
2013_1129_1458,0.21120930809614602
2013_1137_1139,0.29975530903718695
2013_1137_1143,0.5051255921972859
2013_1137_1153,0.43040742265367515
2013_1137_1160,0.4286430389837321
2013_1137_1161,0.3673233675089185
2013_1137_1166,0.33952212057368536
2013_1137_1172,0.6059054957632283
2013_1137_1181,0.1946599252663782
2013_1137_1195,0.6278739718552607
2013_1137_1196,0.21402149343621135
2013_1137_1207,0.19064981714775864
2013_1137_1211,0.18049695985138903
2013_1137_1217,0.5723544471990063
2013_1137_1228,0.30764960354371884
2013_1137_1231,0.15230211524165593
2013_1137_1233,0.6117061078466263
2013_1137_1235,0.4270877333963268
2013_1137_1241,0.6573751852002989
2013_1137_1242,0.15514025276420618
2013_1137_1243,0.24825572709027555
2013_1137_1247,0.5463533136827027
2013_1137_1251,0.6458051460478215
2013_1137_1254,0.6512618130337819
2013_1137_1257,0.16962576911220917
2013_1137_1266,0.18480277813994006
2013_1137_1272,0.2685824304957922
2013_1137_1274,0.1806274261325327
2013_1137_1276,0.2108164767027525
2013_1137_1277,0.2124344692952127
2013_1137_1278,0.4776416419825822
2013_1137_1279,0.5118718059785472
2013_1137_1281,0.3669097881764254
2013_1137_1285,0.5233950668890283
2013_1137_1292,0.469435625569804
2013_1137_1299,0.6246014003123244
2013_1137_1301,0.3649710374066446
2013_1137_1307,0.19210834154175405
2013_1137_1308,0.5744738216220642
2013_1137_1314,0.3568712306334526
2013_1137_1322,0.55865795535853
2013_1137_1323,0.33388084813038277
2013_1137_1326,0.18395873049033984
2013_1137_1328,0.44300262282348624
2013_1137_1329,0.2580904871107381
2013_1137_1332,0.505961687379597
2013_1137_1334,0.6014923552079964
2013_1137_1338,0.340384552451527
2013_1137_1355,0.5157225474079737
2013_1137_1361,0.2993186526322458
2013_1137_1380,0.6642687033837439
2013_1137_1387,0.22774252151389462
2013_1137_1388,0.4945997634825914
2013_1137_1393,0.24175640943060706
2013_1137_1396,0.3687769811986116
2013_1137_1417,0.29067597113860155
2013_1137_1424,0.23996478477736205
2013_1137_1433,0.2533915824064983
2013_1137_1434,0.6019911008604755
2013_1137_1437,0.38674626721691974
2013_1137_1443,0.6664309763679823
2013_1137_1455,0.3683382411425986
2013_1137_1458,0.24370941533648893
2013_1139_1143,0.7045305847851214
2013_1139_1153,0.6383648727854099
2013_1139_1160,0.6367009275654905
2013_1139_1161,0.575602415218391
2013_1139_1166,0.5456323674586271
2013_1139_1172,0.7822107944709566
2013_1139_1181,0.36087988145475136
2013_1139_1195,0.7976337260798273
2013_1139_1196,0.38879275034469263
2013_1139_1207,0.35495477859315727
2013_1139_1211,0.33972479857584004
2013_1139_1217,0.7576662514258891
2013_1139_1228,0.5093320739058473
2013_1139_1231,0.2956300593760639
2013_1139_1233,0.7863315102188096
2013_1139_1235,0.6352300165107914
2013_1139_1241,0.8175867396966903
2013_1139_1242,0.300193260311171
2013_1139_1243,0.4354931370225613
2013_1139_1247,0.7377700726560816
2013_1139_1251,0.8098620337050355
2013_1139_1254,0.8135210744149507
2013_1139_1257,0.3230438340333638
2013_1139_1266,0.3462242866139076
2013_1139_1272,0.4617341403266302
2013_1139_1274,0.33992261806233426
2013_1139_1276,0.3842500146431562
2013_1139_1277,0.3865471171850001
2013_1139_1278,0.6811301142680399
2013_1139_1279,0.710118466890089
2013_1139_1281,0.575167519639686
2013_1139_1285,0.719526069425763
2013_1139_1292,0.6739385790426227
2013_1139_1299,0.7953675057669061
2013_1139_1301,0.5731245368999229
2013_1139_1307,0.35711565564388015
2013_1139_1308,0.7592535338528901
2013_1139_1314,0.5645117487664636
2013_1139_1322,0.7472842961971347
2013_1139_1323,0.5393631127151891
2013_1139_1326,0.34495495516233454
2013_1139_1328,0.6500999292294738
2013_1139_1329,0.44832177960289177
2013_1139_1332,0.7052263843908368
2013_1139_1334,0.779052009435754
2013_1139_1338,0.5465850799082347
2013_1139_1355,0.713281296025103
2013_1139_1361,0.4994797116676154
2013_1139_1380,0.8221290281343472
2013_1139_1387,0.40790350293469446
2013_1139_1388,0.695690910539956
2013_1139_1393,0.42687546309601454
2013_1139_1396,0.577128394900211
2013_1139_1417,0.48909173817825335
2013_1139_1424,0.42447995875892786
2013_1139_1433,0.44222386235716393
2013_1139_1434,0.7794100303863799
2013_1139_1437,0.595669505943732
2013_1139_1443,0.8235446777064345
2013_1139_1455,0.5766682313664331
2013_1139_1458,0.42947688804217
2013_1143_1153,0.4253882873924104
2013_1143_1160,0.4236291762861012
2013_1143_1161,0.36257160599986604
2013_1143_1166,0.3349396062306865
2013_1143_1172,0.6009992045033075
2013_1143_1181,0.19146581716047728
2013_1143_1195,0.623071037373615
2013_1143_1196,0.21059276439365449
2013_1143_1207,0.18750618929844243
2013_1143_1211,0.17748403081371955
2013_1143_1217,0.5673287329710425
2013_1143_1228,0.3032997261696124
2013_1143_1231,0.14967386850532982
2013_1143_1233,0.6068251709074552
2013_1143_1235,0.42207862385022343
2013_1143_1241,0.6527424262278959
2013_1143_1242,0.1524718381794803
2013_1143_1243,0.2444491234110484
2013_1143_1247,0.5412669396321663
2013_1143_1251,0.6411013553086751
2013_1143_1254,0.6465908320573137
2013_1143_1257,0.16675738057395162
2013_1143_1266,0.181733913588361
2013_1143_1272,0.2645738432072142
2013_1143_1274,0.17761279129724328
2013_1143_1276,0.20742554302397354
2013_1143_1277,0.2090244036157417
2013_1143_1278,0.4725286426342562
2013_1143_1279,0.5067478562083617
2013_1143_1281,0.36216031424889406
2013_1143_1285,0.5182782419268097
2013_1143_1292,0.46433238419927647
2013_1143_1299,0.6197818055716957
2013_1143_1301,0.3602323797864442
2013_1143_1307,0.18894627855054535
2013_1143_1308,0.5694542784490222
2013_1143_1314,0.35217941480976434
2013_1143_1322,0.5535968201439923
2013_1143_1323,0.32933650781637436
2013_1143_1326,0.1809007719459491
2013_1143_1328,0.4379495416261705
2013_1143_1329,0.25418407260318543
2013_1143_1332,0.5008361973875665
2013_1143_1334,0.5965677043418323
2013_1143_1338,0.3357963159496662
2013_1143_1355,0.5106003722329348
2013_1143_1361,0.2950363715978912
2013_1143_1380,0.6596809000947814
2013_1143_1387,0.22415666563098058
2013_1143_1388,0.4894753365491361
2013_1143_1393,0.23801790900747788
2013_1143_1396,0.36401723468211966
2013_1143_1417,0.28646678628697575
2013_1143_1424,0.2362453576942941
2013_1143_1433,0.24953236875873375
2013_1143_1434,0.597068484605374
2013_1143_1437,0.3818949114660306
2013_1143_1443,0.6618576796786607
2013_1143_1455,0.3635808956636156
2013_1143_1458,0.23995027110318468
2013_1153_1160,0.4981998589392733
2013_1153_1161,0.43449669591484885
2013_1153_1166,0.404864791538446
2013_1153_1172,0.6704723859670515
2013_1153_1181,0.24235313454786023
2013_1153_1195,0.6906790763328072
2013_1153_1196,0.26489809595419556
2013_1153_1207,0.23765044997404083
2013_1153_1211,0.22569259244174888
2013_1153_1217,0.6391444698784476
2013_1153_1228,0.3702972963982949
2013_1153_1231,0.19209272705649139
2013_1153_1233,0.6758311004069737
2013_1153_1235,0.4966115364160353
2013_1153_1241,0.7174419401339489
2013_1153_1242,0.19550135125270773
2013_1153_1243,0.3041215056190434
2013_1153_1247,0.6144688551727548
2013_1153_1251,0.7069961982103566
2013_1153_1254,0.7119306685911506
2013_1153_1257,0.21280617050013673
2013_1153_1266,0.23077295801264297
2013_1153_1272,0.3270324780570364
2013_1153_1274,0.22584672387963045
2013_1153_1276,0.26118437034290465
2013_1153_1277,0.26306007539478315
2013_1153_1278,0.5475300416978134
2013_1153_1279,0.581196050002411
2013_1153_1281,0.4340593732140614
2013_1153_1285,0.5923859812686727
2013_1153_1292,0.5393631127151891
2013_1153_1299,0.6876840928924902
2013_1153_1301,0.4320079249563673
2013_1153_1307,0.23936220150140297
2013_1153_1308,0.641140375393916
2013_1153_1314,0.42341234122115035
2013_1153_1322,0.6261900221205627
2013_1153_1323,0.3987933634452825
2013_1153_1326,0.22977813205644293
2013_1153_1328,0.5127982622278612
2013_1153_1329,0.31524133741999805
2013_1153_1332,0.5754290858745025
2013_1153_1334,0.666384170704569
2013_1153_1338,0.4057912265911936
2013_1153_1355,0.5849433539914809
2013_1153_1361,0.3611548205320795
2013_1153_1380,0.7236350044038757
2013_1153_1387,0.2807159087632193
2013_1153_1388,0.564288984239565
2013_1153_1393,0.29673694474530776
2013_1153_1396,0.4360329315772271
2013_1153_1417,0.35162266108550366
2013_1153_1424,0.29469622603550083
2013_1153_1433,0.30993659973504184
2013_1153_1434,0.6668466848715559
2013_1153_1437,0.454917553876955
2013_1153_1443,0.7255728876127869
2013_1153_1455,0.4355693899454294
2013_1153_1458,0.298958984958402
2013_1160_1161,0.4362667765135967
2013_1160_1166,0.40660095171047916
2013_1160_1172,0.6720613222060104
2013_1160_1181,0.24367774584173263
2013_1160_1195,0.6922153063645119
2013_1160_1196,0.2663026185770043
2013_1160_1207,0.23895746477151358
2013_1160_1211,0.22695342060473866
2013_1160_1217,0.6408035372410612
2013_1160_1228,0.37197787341317234
2013_1160_1231,0.19321268809539605
2013_1160_1233,0.6774066299238097
2013_1160_1235,0.4984116387204982
2013_1160_1241,0.7188993494616828
2013_1160_1242,0.19663634867311375
2013_1160_1243,0.3056475250122874
2013_1160_1247,0.6161732415587579
2013_1160_1251,0.7084855936970603
2013_1160_1254,0.7134051490405071
2013_1160_1257,0.2140149065063217
2013_1160_1266,0.2320536618881599
2013_1160_1272,0.32861917050472034
2013_1160_1274,0.22710816054447025
2013_1160_1276,0.26257623576776346
2013_1160_1277,0.2644583585888889
2013_1160_1278,0.5493133056169753
2013_1160_1279,0.5829476950795074
2013_1160_1281,0.435829045279744
2013_1160_1285,0.5941235084335661
2013_1160_1292,0.5411515899062246
2013_1160_1299,0.6892285046145342
2013_1160_1301,0.4337756438083711
2013_1160_1307,0.24067565840005156
2013_1160_1308,0.6427953948722875
2013_1160_1314,0.42517121612435727
2013_1160_1322,0.6278739718552607
2013_1160_1323,0.40052100969833937
2013_1160_1326,0.23105497335162095
2013_1160_1328,0.5145970580988669
2013_1160_1329,0.31679775232403373
2013_1160_1332,0.577187304040034
2013_1160_1334,0.6679830579960807
2013_1160_1338,0.4075286391173647
2013_1160_1355,0.5866904716833807
2013_1160_1361,0.36281781182784245
2013_1160_1380,0.7250727112774653
2013_1160_1387,0.282172106290161
2013_1160_1388,0.5660585456770298
2013_1160_1393,0.2982417907364323
2013_1160_1396,0.437804425417349
2013_1160_1417,0.3532660314900551
2013_1160_1424,0.2961950816695158
2013_1160_1433,0.3114787374328697
2013_1160_1434,0.6684444583965593
2013_1160_1437,0.45670364011242714
2013_1160_1443,0.7270043164412764
2013_1160_1455,0.4373404609414002
2013_1160_1458,0.300470285057294
2013_1161_1166,0.4696105884243984
2013_1161_1172,0.7258862506790567
2013_1161_1181,0.2939464023373968
2013_1161_1195,0.743992412595138
2013_1161_1196,0.3192683664653928
2013_1161_1207,0.288623966443325
2013_1161_1211,0.2750265686981639
2013_1161_1217,0.697449231086546
2013_1161_1228,0.4335421072478891
2013_1161_1231,0.23632374493528663
2013_1161_1233,0.7307057728879675
2013_1161_1235,0.5621700364402877
2013_1161_1241,0.7676940041712013
2013_1161_1242,0.24028380366499924
2013_1161_1243,0.36257160599986604
2013_1161_1247,0.6747315489738828
2013_1161_1251,0.7584806149532705
2013_1161_1254,0.7628388877206129
2013_1161_1257,0.26027014354650035
2013_1161_1266,0.28081470256148355
2013_1161_1272,0.3874343311590889
2013_1161_1274,0.27520241707164916
2013_1161_1276,0.31511915266944657
2013_1161_1277,0.31721588738162243
2013_1161_1278,0.6116429997838563
2013_1161_1279,0.6436434210005099
2013_1161_1281,0.49955498869638504
2013_1161_1285,0.6541576906306665
2013_1161_1292,0.6037959015991438
2013_1161_1299,0.741320299239384
2013_1161_1301,0.4974660878447925
2013_1161_1307,0.29056293357120366
2013_1161_1308,0.6992743844643566
2013_1161_1314,0.4886886609022978
2013_1161_1322,0.6855581334739731
2013_1161_1323,0.463324115631754
2013_1161_1326,0.27968258871739504
2013_1161_1328,0.5780398741202492
2013_1161_1329,0.3746778973387983
2013_1161_1332,0.6382010646328422
2013_1161_1334,0.7222006695481736
2013_1161_1338,0.4705680336737149
2013_1161_1355,0.6471711749921507
2013_1161_1361,0.42388927172578694
2013_1161_1380,0.7731339362362286
2013_1161_1387,0.33684509386758377
2013_1161_1388,0.6276422109898643
2013_1161_1393,0.35449077576850807
2013_1161_1396,0.5015624221959137
2013_1161_1417,0.4137737629436523
2013_1161_1424,0.35225181511648085
2013_1161_1433,0.36891182783342547
2013_1161_1434,0.7226180118161825
2013_1161_1437,0.5206649564911188
2013_1161_1443,0.7748327313903232
2013_1161_1455,0.5010911138540526
2013_1161_1458,0.3569257977858755
2013_1166_1172,0.7494268496883415
2013_1166_1181,0.31982284641430425
2013_1166_1195,0.7664783058844684
2013_1166_1196,0.34628067012298525
2013_1166_1207,0.3142404015841429
2013_1166_1211,0.29994502880359986
2013_1166_1217,0.7224983564144913
2013_1166_1228,0.4636377678005279
2013_1166_1231,0.2589882814548067
2013_1166_1233,0.7539727595076143
2013_1166_1235,0.5918652003440458
2013_1166_1241,0.7886893899363961
2013_1166_1242,0.2631972360586221
2013_1166_1243,0.39114250167125264
2013_1166_1247,0.70085481318775
2013_1166_1251,0.7800701400588652
2013_1166_1254,0.7841496947949578
2013_1166_1257,0.28437605846575864
2013_1166_1266,0.30603621105091505
2013_1166_1272,0.41668370776317143
2013_1166_1274,0.30013021383622607
2013_1166_1276,0.3419567507305853
2013_1166_1277,0.344142327486503
2013_1166_1278,0.6401306893256222
2013_1166_1279,0.6710462023333459
2013_1166_1281,0.5299460201857055
2013_1166_1285,0.6811524775880119
2013_1166_1292,0.6325133674353941
2013_1166_1299,0.7639664329976277
2013_1166_1301,0.5278640820124875
2013_1166_1307,0.31627494842904347
2013_1166_1308,0.7242321478140566
2013_1166_1314,0.5191043405573715
2013_1166_1322,0.7111840749504127
2013_1166_1323,0.49368537512885613
2013_1166_1326,0.3048455161571886
2013_1166_1328,0.6074103541876166
2013_1166_1329,0.40359874571733423
2013_1166_1332,0.6658050514660918
2013_1166_1334,0.7459470056713801
2013_1166_1338,0.5009608829795978
2013_1166_1355,0.674439894936937
2013_1166_1361,0.4538517268139909
2013_1166_1380,0.7937697461733213
2013_1166_1387,0.3645481254772971
2013_1166_1388,0.6556170854907821
2013_1166_1393,0.3828073113303626
2013_1166_1396,0.5319457664900434
2013_1166_1417,0.4435717238870933
2013_1166_1424,0.38049492491076853
2013_1166_1433,0.39767064470023117
2013_1166_1434,0.7463412034123384
2013_1166_1437,0.5509264416848609
2013_1166_1443,0.7953549199065796
2013_1166_1455,0.5314763506174744
2013_1166_1458,0.385320734726184
2013_1172_1181,0.1358560064316695
2013_1172_1195,0.5232266700449069
2013_1172_1196,0.15046146624281798
2013_1172_1207,0.13285744878498063
2013_1172_1211,0.12530577032586865
2013_1172_1217,0.46538806323020987
2013_1172_1228,0.22421604773902815
2013_1172_1231,0.10463143148426957
2013_1172_1233,0.5060887382564633
2013_1172_1235,0.32653993995708397
2013_1172_1241,0.5551461502627483
2013_1172_1242,0.10669303794808571
2013_1172_1243,0.17681599793705471
2013_1172_1247,0.4392550121659795
2013_1172_1251,0.5425263437018248
2013_1172_1254,0.5484616335455983
2013_1172_1257,0.11728297086318906
2013_1172_1266,0.1285014325138103
2013_1172_1272,0.19279348594144397
2013_1172_1274,0.12540244802298994
2013_1172_1276,0.14802901021378712
2013_1172_1277,0.14925625410317445
2013_1172_1278,0.37293959779545416
2013_1172_1279,0.4054910095688744
2013_1172_1281,0.27375970646389636
2013_1172_1285,0.4166636525326316
2013_1172_1292,0.3652745204079404
2013_1172_1299,0.5197377392497702
2013_1172_1301,0.27210161136016253
2013_1172_1307,0.13394701731331826
2013_1172_1308,0.46754439206073695
2013_1172_1314,0.26520211595531995
2013_1172_1322,0.4515484979393778
2013_1172_1323,0.24585964726236864
2013_1172_1326,0.1278741929366478
2013_1172_1328,0.3409377397237905
2013_1172_1329,0.18451529238809816
2013_1172_1332,0.39980314427187125
2013_1172_1334,0.49538859487978515
2013_1172_1338,0.251295605346184
2013_1172_1355,0.40921236818258744
2013_1172_1361,0.2174348744565444
